,Percorso,Tratta,Direzione,Distanza_m,Durata_m,Durata_scarica_m,Data,Ora
536,Treviglio - Bergamo,Treviglio - Verdello,0,14073,17.383333333333333,18.233333333333334,09-08-2024,19:00:04
537,Treviglio - Bergamo,Treviglio - Verdello,1,14306,17.9,18.566666666666666,09-08-2024,19:00:04
538,Treviglio - Bergamo,Verdello - Stezzano,0,6164,7.433333333333334,8.1,09-08-2024,19:00:04
539,Treviglio - Bergamo,Verdello - Stezzano,1,6280,7.833333333333333,7.966666666666667,09-08-2024,19:00:04
540,Casirate - Bergamo,Boltiere - Osio Sotto,0,2098,3.05,3.3833333333333333,09-08-2024,20:00:03
541,Casirate - Bergamo,Boltiere - Osio Sotto,1,2153,3.316666666666667,3.5,09-08-2024,20:00:03
542,Casirate - Bergamo,Casirate - Treviglio,0,7414,8.416666666666666,9.033333333333333,09-08-2024,20:00:03
543,Casirate - Bergamo,Casirate - Treviglio,1,8944,11.883333333333333,11.433333333333334,09-08-2024,20:00:03
544,Casirate - Bergamo,Dalmine - Bergamo,0,6481,12.333333333333334,14.033333333333333,09-08-2024,20:00:03
545,Casirate - Bergamo,Dalmine - Bergamo,1,6450,11.283333333333333,13.75,09-08-2024,20:00:03
546,Casirate - Bergamo,Osio Sotto - Dalmine,0,3959,6.283333333333333,7.033333333333333,09-08-2024,20:00:03
547,Casirate - Bergamo,Osio Sotto - Dalmine,1,4023,6.166666666666667,6.616666666666666,09-08-2024,20:00:03
548,Casirate - Bergamo,Pontirolo Nuovo - Boltiere,0,4654,6.583333333333333,7.533333333333333,09-08-2024,20:00:03
549,Casirate - Bergamo,Pontirolo Nuovo - Boltiere,1,4688,6.95,7.4,09-08-2024,20:00:03
550,Casirate - Bergamo,Treviglio - Pontirolo Nuovo,0,5079,5.483333333333333,5.766666666666667,09-08-2024,20:00:04
551,Casirate - Bergamo,Treviglio - Pontirolo Nuovo,1,5127,5.716666666666667,5.95,09-08-2024,20:00:04
552,Casirate - Bergamo_HW,Bergamo via Autostrada - Bergamo,0,1676,4.8,4.6,09-08-2024,20:00:04
553,Casirate - Bergamo_HW,Bergamo via Autostrada - Bergamo,1,1623,3.783333333333333,4.366666666666666,09-08-2024,20:00:04
554,Casirate - Bergamo_HW,Casirate - Bergamo via Autostrada,0,48526,31.733333333333334,33.6,09-08-2024,20:00:04
555,Casirate - Bergamo_HW,Casirate - Bergamo via Autostrada,1,50810,31.15,34.016666666666666,09-08-2024,20:00:04
556,Treviglio - Bergamo,Stezzano - Bergamo,0,4806,11.533333333333333,11.916666666666666,09-08-2024,20:00:04
557,Treviglio - Bergamo,Stezzano - Bergamo,1,4834,10.316666666666666,11.883333333333333,09-08-2024,20:00:04
558,Treviglio - Bergamo,Treviglio - Verdello,0,14073,16.7,18.233333333333334,09-08-2024,20:00:04
559,Treviglio - Bergamo,Treviglio - Verdello,1,14306,17.7,18.566666666666666,09-08-2024,20:00:04
560,Treviglio - Bergamo,Verdello - Stezzano,0,6164,7.333333333333333,8.1,09-08-2024,20:00:04
561,Treviglio - Bergamo,Verdello - Stezzano,1,6280,7.416666666666667,7.966666666666667,09-08-2024,20:00:04
562,Casirate - Bergamo,Boltiere - Osio Sotto,0,2098,3.1666666666666665,3.3833333333333333,09-08-2024,22:00:02
563,Casirate - Bergamo,Boltiere - Osio Sotto,1,2153,3.3833333333333333,3.5,09-08-2024,22:00:02
564,Casirate - Bergamo,Casirate - Treviglio,0,7414,8.9,9.033333333333333,09-08-2024,22:00:02
565,Casirate - Bergamo,Casirate - Treviglio,1,8944,10.733333333333333,11.433333333333334,09-08-2024,22:00:02
566,Casirate - Bergamo,Dalmine - Bergamo,0,6481,11.7,14.033333333333333,09-08-2024,22:00:02
567,Casirate - Bergamo,Dalmine - Bergamo,1,6450,11.533333333333333,13.75,09-08-2024,22:00:02
568,Casirate - Bergamo,Osio Sotto - Dalmine,0,3959,6.35,7.033333333333333,09-08-2024,22:00:02
569,Casirate - Bergamo,Osio Sotto - Dalmine,1,4023,6.133333333333334,6.616666666666666,09-08-2024,22:00:03
570,Casirate - Bergamo,Pontirolo Nuovo - Boltiere,0,4654,7.033333333333333,7.533333333333333,09-08-2024,22:00:03
571,Casirate - Bergamo,Pontirolo Nuovo - Boltiere,1,4688,6.783333333333333,7.4,09-08-2024,22:00:03
572,Casirate - Bergamo,Treviglio - Pontirolo Nuovo,0,5079,5.566666666666666,5.766666666666667,09-08-2024,22:00:03
573,Casirate - Bergamo,Treviglio - Pontirolo Nuovo,1,5127,5.816666666666666,5.95,09-08-2024,22:00:03
574,Casirate - Bergamo_HW,Bergamo via Autostrada - Bergamo,0,1676,3.8333333333333335,4.6,09-08-2024,22:00:03
575,Casirate - Bergamo_HW,Bergamo via Autostrada - Bergamo,1,1623,3.6333333333333333,4.366666666666666,09-08-2024,22:00:03
576,Casirate - Bergamo_HW,Casirate - Bergamo via Autostrada,0,48526,32.75,33.6,09-08-2024,22:00:03
577,Casirate - Bergamo_HW,Casirate - Bergamo via Autostrada,1,50810,33.18333333333333,34.016666666666666,09-08-2024,22:00:03
578,Treviglio - Bergamo,Stezzano - Bergamo,0,4806,9.766666666666667,11.916666666666666,09-08-2024,22:00:03
579,Treviglio - Bergamo,Stezzano - Bergamo,1,4834,9.533333333333333,11.883333333333333,09-08-2024,22:00:03
580,Treviglio - Bergamo,Treviglio - Verdello,0,14073,16.866666666666667,18.233333333333334,09-08-2024,22:00:03
581,Treviglio - Bergamo,Treviglio - Verdello,1,14306,17.033333333333335,18.566666666666666,09-08-2024,22:00:03
582,Treviglio - Bergamo,Verdello - Stezzano,0,6164,7.383333333333334,8.1,09-08-2024,22:00:03
583,Treviglio - Bergamo,Verdello - Stezzano,1,6280,7.366666666666666,7.966666666666667,09-08-2024,22:00:03
